,t1,t2,x1,x2,label
65,alpha,alpha,1.1834729176,2.0330791972,1
66,alpha,alpha,1.1267161383,2.1091166941,1
67,alpha,alpha,1.3293187311,1.9608856635,1
68,alpha,alpha,0.8083886228,1.9942402936,1
69,alpha,alpha,0.9255987218,2.0210673616999997,1
70,alpha,alpha,0.8038899247,1.8732091215,1
71,alpha,alpha,1.3895585030000002,2.0275751577000003,1
72,alpha,alpha,0.7704816046999999,2.1906904862,1
73,alpha,alpha,1.0422781816,1.9777770674000001,1
74,alpha,alpha,0.8945664805,2.0464190975,1
75,alpha,alpha,0.9111889911,1.8937484452000002,1
76,alpha,alpha,0.7583819701000001,1.9526056756999999,1
77,alpha,alpha,1.0616449951,1.9579959428,1
78,alpha,alpha,0.9072159583,2.0055135069,1
79,alpha,alpha,1.0086341049,1.8751710552,1
80,alpha,alpha,1.1067357705,2.1330023966,1
81,alpha,alpha,1.0995391031,2.0342734106,1
82,alpha,alpha,0.9344351423999999,2.0894540616999997,1
83,alpha,alpha,1.2189750768,1.925601699,1
84,alpha,alpha,1.0086623954,2.0801759949000003,1
85,alpha,alpha,1.0173024217,2.1002781136,1
86,alpha,alpha,1.2072540509,1.9958310928,1
87,alpha,alpha,1.1396962387,2.0498220893,1
88,alpha,alpha,1.1603754589,2.136193979,1
89,alpha,alpha,1.0925468164,1.7966643975,1
90,alpha,alpha,1.0703510995999999,1.9068669808,1
91,alpha,alpha,0.5703487872999999,2.0556158895,1
92,alpha,alpha,0.9668205973,2.0299787463,1
93,alpha,alpha,1.054468342,2.00947142,1
94,alpha,alpha,1.1717946514,2.0987017734999998,1
95,alpha,alpha,0.7156002869,2.049967568,1
96,alpha,alpha,0.9377857375,2.1212000746,1
97,alpha,alpha,0.7097427583,1.7674292737000001,1
98,alpha,alpha,1.2801523536,2.0359087281,1
99,alpha,alpha,0.8801485568999999,2.2418678088,1
100,alpha,alpha,1.1639286455,2.0373019357,1
101,alpha,alpha,0.7608261928,2.1220050325999997,1
102,alpha,alpha,0.7236816897,2.070868732,1
103,alpha,alpha,1.2371009193,1.8861538455000002,1
104,alpha,alpha,0.7074991033,1.9494461629,1
105,alpha,alpha,0.7506240665,1.9863980708000002,1
106,alpha,alpha,1.3311547996,2.003889167,1
107,alpha,alpha,0.9841502909000001,1.9198348684,1
108,alpha,alpha,1.2085532925,1.8107718450999999,1
109,alpha,alpha,1.1857575166,2.0703042466,1
110,alpha,alpha,0.9193164131,2.1276461658000003,1
111,alpha,alpha,0.9270838737999999,1.8415614621,1
112,alpha,alpha,1.0020532503,2.0664180846,1
113,alpha,alpha,1.1751498544,1.9042827461,1
114,alpha,alpha,0.9210297920999999,1.9232439211,1
115,alpha,alpha,1.3178100574,1.849270652,1
116,alpha,alpha,1.1632513326,1.8589300504,1
117,alpha,alpha,1.1456054434,1.9875968164,1
118,alpha,alpha,1.1020774268,1.9838525772,1
119,alpha,alpha,0.6300484183,1.9735065628,1
120,alpha,alpha,1.2331447117,2.0283886022999997,1
121,alpha,alpha,1.1853890208,2.0161926913,1
122,alpha,alpha,0.7857499609999999,2.0185440936,1
123,alpha,alpha,1.2792715637,2.1161049421,1
124,alpha,alpha,0.9505199469,1.9547576429,1
125,alpha,alpha,1.1020489639,2.0099552881,1
126,alpha,alpha,0.8782623264,1.8927045149000001,1
127,alpha,alpha,0.9330373848000001,1.9597756103,1
128,alpha,alpha,1.3281184998,2.0002464452,1
129,alpha,alpha,1.1512340587,2.002615871,1
130,alpha,alpha,1.1230713675,2.0841848104,1
131,alpha,alpha,0.8074692866,2.172476243,1
132,alpha,alpha,1.1022110623999999,1.9694249853,1
133,alpha,alpha,1.1618828517,1.9459809013,1
134,alpha,alpha,1.2757054643999999,2.1455430923,1
135,alpha,alpha,0.9939208843,1.7654891766,1
136,alpha,alpha,0.989886205,1.9496206390000002,1
137,alpha,alpha,1.1216600297,2.1803794891,1
138,alpha,alpha,0.9564175178000001,2.0854383645,1
139,alpha,alpha,0.9869277623,1.9267374239,1
140,alpha,alpha,0.9242298309999999,1.9761834996,1
141,alpha,alpha,0.790068225,1.9148395375,1
142,alpha,alpha,1.2354956670000001,2.0204766502,1
143,alpha,alpha,1.2545486387,1.8886482748,1
144,alpha,alpha,1.2278314072,2.0543302328,1
145,alpha,alpha,0.7348789238,2.0204020179,1
146,alpha,alpha,1.0624725149,2.0467163963,1
147,alpha,alpha,0.7042859099,2.1136048905,1
148,alpha,alpha,1.0724723016,1.8829419566999999,1
149,alpha,alpha,0.7701484023999999,1.9246722891999999,1
150,alpha,alpha,0.9840856018999999,2.1732820403,1
151,alpha,alpha,1.1448147306,2.022922472,1
152,alpha,alpha,1.3246072001,1.7437955601,1
153,alpha,alpha,0.9207146583,1.9935240389,1
154,alpha,alpha,1.2444619003,2.0465487472999997,1
155,alpha,alpha,0.9833218026,2.0446389253,1
156,alpha,alpha,1.0294070418999999,2.1006715396,1
157,alpha,alpha,0.9798585422,1.9953794525,1
158,alpha,alpha,1.4249255391,2.0438882956,1
159,alpha,alpha,1.0487607487000001,2.0170244165,1
160,alpha,alpha,1.4463468132,2.1379247830000003,1
161,alpha,alpha,1.0462466307,2.0841940906,1
162,alpha,alpha,1.2819585799,1.9649255327000001,1
163,alpha,alpha,0.8873082678,1.9224798669999998,1
164,alpha,alpha,0.8423931864,2.0867796427000003,1
165,alpha,alpha,0.854924117,1.8447487981,1
166,alpha,alpha,0.7991624183,2.0111466421,1
167,alpha,alpha,0.9110576768,2.0072256477,1
168,alpha,alpha,0.8901553772,1.9770748119,1
169,alpha,alpha,0.6518248786,1.9979262428,1
170,alpha,alpha,0.8242401419,1.8428906083,1
171,alpha,alpha,1.0268962703,1.8995182118,1
172,alpha,alpha,0.9030015429000001,2.0338938603,1
173,alpha,alpha,0.8505784639,1.9629550703,1
174,alpha,alpha,0.9986082134,2.0476524653,1
175,alpha,alpha,0.7912106026000001,2.1379156545,1
176,alpha,alpha,1.3690396568,2.0931598107,1
177,alpha,alpha,0.6613554883,1.8182859957,1
178,alpha,alpha,0.9593827562999999,1.8799388315999999,1
179,alpha,alpha,1.1763996081,2.0723395492,1
180,alpha,alpha,0.9092254517,1.9869348395,1
181,alpha,alpha,1.1244049455,2.1674201835,1
182,alpha,alpha,0.9851341162,2.0849616586,1
183,alpha,alpha,1.0120126164,1.9284525931,1
184,alpha,alpha,0.9259738157999999,1.8876939861000002,1
185,alpha,alpha,0.6714169455,2.0152026447,1
186,alpha,alpha,0.9528648549,2.0497978646,1
187,alpha,alpha,1.0283692976,1.8506626264,1
188,alpha,alpha,1.1567656062,2.1569628464,1
189,alpha,alpha,0.8900074018999999,2.0968870045,1
190,alpha,alpha,1.1223983359999998,1.9829216790000002,1
191,alpha,alpha,1.0617475889,2.0757923722,1
192,alpha,alpha,1.0182182515,2.0344393486000003,1
193,alpha,alpha,1.0843447126999999,2.0523227982,1
194,alpha,alpha,0.8316573625,1.8413064681,1
195,alpha,alpha,1.1824528906,1.9556439258000002,1
196,alpha,alpha,1.4566137895,1.9979820186000001,1
197,alpha,alpha,1.0306889863,2.0294976103,1
198,alpha,alpha,0.4213124518,2.2322115149,1
199,alpha,alpha,1.0110198589,2.0397093806,1
200,alpha,alpha,1.4710361163999999,1.956456407,1
201,alpha,alpha,1.0079033781,1.902486996,1
202,alpha,alpha,0.6626763113,1.8750784034,1
203,alpha,alpha,0.7038783628,2.0935001119,1
204,alpha,alpha,1.1135631511,2.0388126501,1
205,alpha,alpha,1.3063844128,2.0560703766,1
206,alpha,alpha,1.2479790724,2.1589049752,1
207,alpha,alpha,1.0905935721,2.0093164371000003,1
208,alpha,alpha,1.3562091752,1.8264467638,1
209,alpha,alpha,1.1421626686,2.0251910362,1
210,alpha,alpha,0.9369036893000001,1.9021123466999998,1
211,alpha,alpha,1.3208988968000002,2.1024517885,1
212,alpha,alpha,0.9224978573,2.0020495407,1
213,alpha,alpha,1.1392247187,2.0290552981,1
214,alpha,alpha,0.8654549911,1.8958634654,1
215,alpha,alpha,1.2337523479999999,1.9771945286000001,1
216,alpha,alpha,1.404464641,1.8615544755000002,1
217,alpha,alpha,0.6132056445,2.0026821391,1
218,alpha,alpha,0.90963745,2.0390565836000003,1
219,alpha,alpha,0.9741241545,2.0414720194,1
220,alpha,alpha,1.111784403,1.9664747318,1
221,alpha,alpha,0.728964811,2.0262572300999997,1
222,alpha,alpha,0.8526455284000001,2.0217487556,1
223,alpha,alpha,0.6047831700999999,2.0690787941,1
224,alpha,alpha,0.9587075948999999,1.9667004803,1
225,alpha,alpha,1.1383565633,1.8995206668,1
226,alpha,alpha,0.974021453,2.0661132852,1
227,alpha,alpha,1.270603951,1.8701634331,1
228,alpha,alpha,0.8004530803000001,2.015817029,1
229,alpha,alpha,0.9625574932,2.0044436232,1
230,alpha,alpha,1.1233658734999998,2.0415725373,1
231,alpha,alpha,1.0603284766,1.9740675131999998,1
232,alpha,alpha,1.3719291591,1.9084182341,1
233,alpha,alpha,1.3052797605,1.9639556128,1
234,alpha,alpha,0.8130327864,2.0941817948,1
235,alpha,alpha,1.1008774056,1.9626631511000001,1
236,alpha,alpha,0.9702588671,2.0410648822,1
237,alpha,alpha,1.1254688554999999,2.0865720764,1
238,alpha,alpha,0.8828572687999999,2.1646934998,1
239,alpha,alpha,0.9829197632,2.0118382227000002,1
240,alpha,alpha,1.4021737168000001,1.9935073388999998,1
241,alpha,alpha,1.3530585974,1.9178933915,1
242,alpha,alpha,0.8709327153,1.8406532754,1
243,alpha,alpha,0.7532184271,1.9298821928,1
244,alpha,alpha,1.0586064818,2.1209055939,1
245,alpha,alpha,1.2682425137,2.0084540249000002,1
246,alpha,alpha,1.1723878596,2.092368158,1
247,alpha,alpha,1.1594889044,1.940556345,1
248,alpha,alpha,0.9687763369,1.8109362456,1
249,alpha,alpha,1.133566619,2.1296724273,1
250,alpha,alpha,0.7626409245999999,1.9327137985,1
251,alpha,alpha,0.9819061728,2.061304456,1
252,alpha,alpha,1.3351119584,1.9918962225,1
253,alpha,alpha,0.9320272656,2.1769044711000003,1
254,alpha,alpha,1.1117696363,1.9900613578,1
255,alpha,alpha,0.624243267,2.0032863863,1
256,alpha,alpha,0.8936503949,2.1967669362,1
257,alpha,alpha,1.0857489483,2.2403648447,1
258,alpha,alpha,0.9853140601,2.1097343721,1
259,alpha,alpha,1.1260964464,1.9661230144,1
260,alpha,alpha,1.1369650617,2.055845723,1
261,alpha,alpha,1.1349573571,1.9194391538999998,1
262,alpha,alpha,1.0983182120000001,2.0815259882,1
263,alpha,alpha,0.9015758909,1.9427898918000002,1
264,alpha,alpha,0.9719202226000001,2.0708143208000003,1
265,alpha,alpha,0.7949354849,1.9327014423,1
266,alpha,alpha,0.7156682875,2.1488036829,1
267,alpha,alpha,1.006415436,2.0061660449,1
268,alpha,alpha,1.2222293158,1.9120327953999998,1
269,alpha,alpha,0.6063590949000001,2.1349315424,1
270,alpha,alpha,0.9494964802,1.8893563597999998,1
271,alpha,alpha,1.0529049139,2.0098293604,1
272,alpha,alpha,0.989024042,1.9997905455,1
273,alpha,alpha,0.9073840516,2.0195548833,1
274,alpha,alpha,1.1872615418,1.8419506408000001,1
275,alpha,alpha,1.0147520517,1.8757567852,1
276,alpha,alpha,1.3394154783,1.8541691994999998,1
277,alpha,alpha,0.8741838387,1.9139823265,1
278,alpha,alpha,1.1021081428,2.0518202184,1
279,alpha,alpha,1.3562790166,2.0608444221,1
280,alpha,alpha,0.9264832959999999,2.071418774,1
281,alpha,alpha,0.7532029131999999,1.9693204903000001,1
282,alpha,alpha,1.1419763071,2.133857259,1
283,alpha,alpha,0.7900758594,1.9116673030000002,1
284,alpha,alpha,1.0442464012000001,1.7826245618,1
285,alpha,alpha,1.1018144088,1.9002211102000002,1
286,alpha,alpha,1.0362026102,2.0319675003,1
287,alpha,alpha,0.7412668748000001,2.0231610683000003,1
288,alpha,alpha,0.8853369548000001,2.0668749564,1
289,alpha,alpha,0.9381515325,1.9438047319,1
290,alpha,alpha,1.4783627645,1.9466159536,1
291,alpha,alpha,1.04600771,1.9769105109,1
292,alpha,alpha,1.0681673044,2.0125270598,1
293,alpha,alpha,0.8188570572,1.9700024718,1
294,alpha,alpha,0.9341179156,1.909220127,1
295,alpha,alpha,0.9129544223,2.0682843266,1
296,alpha,alpha,1.278655909,2.0000120428,1
297,alpha,alpha,0.8759269054000001,1.9689527635,1
298,alpha,alpha,0.6548208167,2.0345516364,1
299,alpha,alpha,1.0452819608,2.0542714365,1
300,alpha,alpha,0.7596485309000001,1.8457578344999999,1
301,alpha,alpha,0.5556768304,1.9847297253999998,1
302,alpha,alpha,1.026767998,1.9236461666999998,1
303,alpha,alpha,0.8706289211,1.9799718047,1
304,alpha,alpha,0.7447480826999999,2.1128628248,1
305,alpha,alpha,1.2153513434999998,2.0361379069,1
306,alpha,alpha,1.0414638192,2.0265214538,1
307,alpha,alpha,1.14913435,1.9438524696000001,1
308,alpha,alpha,1.1625665982,1.8044132797999999,1
309,alpha,alpha,0.90354741,1.9183169756,1
310,alpha,alpha,0.8023245764,1.9269390621,1
311,alpha,alpha,0.9010438194,2.0632535357,1
312,alpha,alpha,1.3066007423000001,1.927921631,1
313,alpha,alpha,0.961596727,2.0115703461,1
314,alpha,alpha,0.9487666942,1.8746759963,1
315,alpha,alpha,0.5569773502,1.9761399003,1
316,alpha,alpha,1.2079165106999998,1.8381119528999998,1
317,alpha,alpha,1.2609295726,1.9045502297999999,1
318,alpha,alpha,0.6138921385,2.0548669415000003,1
319,alpha,alpha,1.3241686208,2.133794572,1
320,alpha,alpha,1.1047812412,1.8812359668,1
321,alpha,alpha,1.1478437925,1.9780176422,1
322,alpha,alpha,1.2065806474,2.1801873172999997,1
323,alpha,alpha,1.4148143096999999,1.9667352526,1
324,alpha,alpha,0.9679856631999999,2.1073311402,1
325,alpha,alpha,0.9263342070999999,2.0627359985,1
326,alpha,alpha,0.928906604,2.1355078524,1
327,alpha,alpha,1.1778500101,2.1528945689,1
328,alpha,alpha,0.7883748143000001,1.8803672069,1
329,alpha,alpha,1.0271124177,2.0138606578,1
330,alpha,alpha,1.1036932112,2.0812841435,1
331,alpha,alpha,1.0563614848,2.046423015,1
332,alpha,alpha,0.8794953693,1.8869970775,1
333,alpha,alpha,0.91133251,2.0764748858,1
334,alpha,alpha,1.1054707674,1.9984078706,1
335,alpha,alpha,0.8953434837,2.1890440299000002,1
336,alpha,alpha,1.1355965351000001,1.9314062915,1
337,alpha,alpha,1.016803304,1.926803234,1
338,alpha,alpha,0.9212935037000001,2.1163804691,1
339,alpha,alpha,0.8581114018000001,2.0802724907,1
340,alpha,alpha,0.7409059828,1.8850113022,1
341,alpha,alpha,1.2215960826,2.0711176549,1
342,alpha,alpha,0.7072228254999999,2.1516525022999997,1
343,alpha,alpha,0.693903616,2.0022176238,1
344,alpha,alpha,1.0587341099,1.9172522738999997,1
345,alpha,alpha,1.0743481542,2.0062426372999997,1
346,alpha,alpha,1.020230515,1.8957222134,1
347,alpha,alpha,0.8923995373,1.8723966662,1
348,alpha,alpha,1.1361074948,1.7606159630000002,1
349,alpha,alpha,1.1651694624,1.9626862022,1
350,alpha,alpha,1.0404490461,1.9658645032,1
351,alpha,alpha,0.9629642079,1.9825215462999999,1
352,alpha,alpha,0.9602850725,1.8759933518,1
353,alpha,alpha,0.9212882551999999,2.0282855161,1
354,alpha,alpha,1.0304854862000001,1.9105568469999998,1
355,alpha,alpha,1.3177409158,2.0461639497,1
356,alpha,alpha,1.0243096476,1.9596593136000002,1
357,alpha,alpha,0.7924724297,2.0326951835,1
358,alpha,alpha,1.1113946055,1.7987268769999998,1
359,alpha,alpha,0.9407182776999999,1.9247812147999999,1
360,alpha,alpha,1.0926817609000001,2.1888687609,1
361,alpha,alpha,0.6251499475,1.9387897377,1
362,alpha,alpha,1.2876280009,2.0739388989,1
363,alpha,alpha,1.0499442361,1.8352872724,1
364,alpha,alpha,1.0609568836,2.0412730731999997,1
365,alpha,alpha,1.0387104490999999,2.2377956095,1
366,alpha,alpha,0.8236752754000001,2.1220962096,1
367,alpha,alpha,0.8844276194,2.1093742153,1
368,alpha,alpha,0.7600079695999999,2.1699931418,1
369,alpha,alpha,0.9833715418000001,1.9877463119,1
370,alpha,alpha,0.7458600211,2.0600786008000003,1
371,alpha,alpha,0.9451918918000001,1.981665895,1
372,alpha,alpha,1.1605555736,2.0973498486,1
373,alpha,alpha,1.1750027348999998,2.1695537458,1
374,alpha,alpha,1.0724043475,2.0370634385,1
375,alpha,alpha,1.1203361151,2.0334501157,1
376,alpha,alpha,0.701215039,2.1670744976,1
377,alpha,alpha,1.0471202137,2.1553837668,1
378,alpha,alpha,0.8727698554000001,2.0847928437,1
379,alpha,alpha,0.9293962112,2.0783353396,1
380,alpha,alpha,1.1128369887,2.0328524763,1
381,alpha,alpha,0.8798845483,1.9493241906,1
382,alpha,alpha,0.6811026539,2.0357670724,1
383,alpha,alpha,1.023424866,2.1199376062,1
384,alpha,alpha,0.6720099331,1.9731958338999998,1
385,alpha,alpha,1.2944577605,2.0613539179,1
386,alpha,alpha,0.7794110758,2.0792542822,1
387,alpha,alpha,0.8251432378,1.9734063466,1
388,alpha,alpha,1.1426957169,1.8961211799000002,1
389,alpha,alpha,0.9941652826999999,1.8036337805000002,1
390,alpha,alpha,1.3062418057,2.0364238294,1
391,alpha,alpha,1.1042137982,1.9876911309999998,1
392,alpha,alpha,0.9628470090000001,2.196864628,1
393,alpha,alpha,1.14314187,1.9488503565000002,1
394,alpha,alpha,0.8689749922,2.0781243717,1
395,alpha,alpha,1.1196886894,1.9123965233000002,1
396,alpha,alpha,1.3198370445,2.0851685682,1
397,alpha,alpha,1.2031563605,2.013763824,1
398,alpha,alpha,1.0664879346,1.987171569,1
399,alpha,alpha,1.0348620068,2.0647818905,1
400,alpha,alpha,1.2248003784000001,2.0130333075,1
401,alpha,alpha,1.4125601890000001,1.9333371379,1
402,alpha,alpha,1.6486774412,2.0252808902,1
403,alpha,alpha,1.0068256612,2.1192245555,1
404,alpha,alpha,0.872453212,2.1064064201,1
405,alpha,alpha,0.7670982589,2.0759154646,1
406,alpha,alpha,0.9601104689,2.0731319576,1
407,alpha,alpha,0.7665741975,2.0375343963,1
408,alpha,alpha,1.2628570626,2.171181774,1
409,alpha,alpha,0.7829892863,1.9670320629,1
410,alpha,alpha,0.8187819906999999,2.0600664526,1
411,alpha,alpha,0.9943571539,2.08713146,1
412,alpha,alpha,0.8208922261,1.8908698298,1
413,alpha,alpha,0.8838682388,1.9795730868,1
414,alpha,alpha,1.0254159695,1.9482804653,1
415,alpha,alpha,1.2659836972,1.9256264958000002,1
416,alpha,alpha,1.0599716388,1.9994221555,1
417,alpha,alpha,1.0785680178000001,2.0574222476,1
418,alpha,alpha,0.8475947681999999,2.0702612249000003,1
419,alpha,alpha,0.7140410179000001,2.1054676419,1
420,alpha,alpha,1.2861891199,1.9245276825,1
421,alpha,alpha,0.8820604662999999,2.0392171095,1
422,alpha,alpha,0.9931111465000001,1.934380447,1
423,alpha,alpha,0.9996702170999999,2.0109773019999997,1
424,alpha,alpha,1.2287181564,2.0087011578,1
425,alpha,alpha,0.9274842713,2.0168174018,1
426,alpha,alpha,0.8038381740999999,1.9325125464,1
427,alpha,alpha,0.7925905348000001,1.9279224031,1
428,alpha,alpha,0.5397897245000001,1.9875246712999999,1
429,alpha,alpha,1.1198365247,1.8938418849,1
430,alpha,alpha,0.8845648548,2.0746630245,1
431,alpha,alpha,0.9626588384,1.9777476035,1
432,alpha,alpha,1.0295763694,1.8875981841,1
433,alpha,alpha,0.9887227653,2.0036059968,1
434,alpha,alpha,1.1493368567,2.0717187553,1
435,alpha,alpha,0.9023574583,2.259858639,1
436,alpha,alpha,1.0143844356,2.0439234475,1
437,alpha,alpha,0.9758122208,1.8739812718000002,1
438,alpha,alpha,1.2380463814,2.0210926019,1
439,alpha,alpha,1.1081972144,2.0495356662,1
440,alpha,alpha,1.0792842437999999,1.9990524011000002,1
441,alpha,alpha,0.8803967906,2.0863515417,1
442,alpha,alpha,0.658540074,2.0772823063,1
443,alpha,alpha,0.9422149776000001,1.8517275900999999,1
444,alpha,alpha,1.0800941977,2.1037241957,1
445,alpha,alpha,1.1833430475,1.9484792631999999,1
446,alpha,alpha,1.4306511801,2.0619595403999997,1
447,alpha,alpha,1.1164710012,2.1479775319,1
448,alpha,alpha,0.7977685554,1.9105193880000002,1
449,alpha,alpha,1.0532323496,1.8301702202,1
450,alpha,alpha,0.8631090620999999,1.9375955571,1
451,alpha,alpha,1.4081536146,1.9652243104,1
452,alpha,alpha,0.9550658623999999,2.097896478,1
453,alpha,alpha,1.0142831705,1.9170996944,1
454,alpha,alpha,1.0317597599,2.1954419911,1
455,alpha,alpha,0.9949093405,1.7393682456,1
456,alpha,alpha,1.0419372470000001,1.8604665255000001,1
457,alpha,alpha,0.7180684033,2.0664598556000002,1
458,alpha,alpha,0.8577080543000001,1.8835616887,1
459,alpha,alpha,1.0531656987,2.0835310363999997,1
460,alpha,alpha,1.0012512281000001,2.1166063903,1
461,alpha,alpha,0.8891039483,2.0406785563,1
462,alpha,alpha,0.9707888574,2.1432322925,1
463,alpha,alpha,0.942426447,1.9808480301,1
464,alpha,alpha,1.0434625531000001,2.104283019,1
465,alpha,alpha,1.1491700575,2.0423902505,1
466,alpha,alpha,0.6710205472999999,1.8920452579,1
467,alpha,alpha,1.2079179957,1.9967786488,1
468,alpha,alpha,1.18292052,1.9719290117,1
469,alpha,alpha,0.9035704109,1.9489343059,1
470,alpha,alpha,0.900734954,2.0988744977000002,1
471,alpha,alpha,1.0575765628,1.9784779891,1
472,alpha,alpha,1.1392864105,2.0144570138,1
473,alpha,alpha,0.9134445603,1.9356619763999998,1
474,alpha,alpha,1.3846585287,2.0746296012,1
475,alpha,alpha,1.3013782796,2.1530132189,1
476,alpha,alpha,1.1430512144,2.1308301740999998,1
477,alpha,alpha,1.5109672608000002,1.8527246588,1
478,alpha,alpha,0.9015879898,1.8366295872,1
479,alpha,alpha,1.1107604427,2.0332957281,1
480,alpha,alpha,1.2273335232,1.9087319172,1
481,alpha,alpha,0.8893441509000001,2.1038287756,1
482,alpha,alpha,1.2052624356000001,2.0592718247999997,1
483,alpha,alpha,0.7816713770999999,2.1602588021,1
484,alpha,alpha,1.1188339755,1.9945527038,1
485,alpha,alpha,1.0729229842,2.0287508411,1
486,alpha,alpha,1.1409061704,1.8774821094,1
487,alpha,alpha,1.2619999618000002,1.9518456338999999,1
488,alpha,alpha,1.262218031,1.9397078489,1
489,alpha,alpha,1.2796302613,1.7872158469,1
490,alpha,alpha,1.0178923133,1.8788688057,1
491,alpha,alpha,1.404734315,2.1113227936000003,1
492,alpha,alpha,0.6463610838,2.1065473315,1
493,alpha,alpha,0.7476199971999999,2.0386821433,1
494,alpha,alpha,0.9185136765,1.9633917262,1
495,alpha,alpha,0.7977368986,2.1420623049,1
496,alpha,alpha,1.197180607,2.0232031865,1
497,alpha,alpha,1.1330141532,2.1497844241,1
498,alpha,alpha,1.1141065544,1.9405866793000002,1
499,alpha,alpha,1.0475765242,2.0087797056,1
500,alpha,alpha,2.9966475767,1.81005011,2
501,alpha,alpha,2.9831794976999997,2.1353646384,2
502,alpha,alpha,3.2364771541,2.0319016112,2
503,alpha,alpha,2.7197947481,1.9215617493000001,2
504,alpha,alpha,2.8772794777999997,1.9217303496,2
505,alpha,alpha,3.0131055730000003,1.8843199402000002,2
506,alpha,alpha,3.4049873101999997,2.006104632,2
507,alpha,alpha,2.9530328053,1.9586991059999999,2
508,alpha,alpha,3.2953048413,2.0630066187000002,2
509,alpha,alpha,2.6283309471000003,1.879776212,2
510,alpha,alpha,2.9321021067000004,1.9204821322,2
511,alpha,alpha,2.8906985189,1.9277161253,2
512,alpha,alpha,3.0227704832,1.9158992618000001,2
513,alpha,alpha,3.1263208864,1.8177431886000002,2
514,alpha,alpha,2.7788136976,1.7366182575,2
515,alpha,alpha,3.0828551931,1.9090732537000001,2
516,alpha,alpha,3.1777378436,1.9714290218000001,2
517,alpha,alpha,2.7254191871,2.1443257858,2
518,alpha,alpha,2.9434977147000003,1.8234765991,2
